S1Hand/India_Assam_0000_S1Hand.png,LabelHand/India_Assam_0000_LabelHand.png
S1Hand/India_Bihar_0001_S1Hand.png,LabelHand/India_Bihar_0001_LabelHand.png
S1Hand/India_Kerala_0002_S1Hand.png,LabelHand/India_Kerala_0002_LabelHand.png
S1Hand/Bolivia_Beni_0003_S1Hand.png,LabelHand/Bolivia_Beni_0003_LabelHand.png
S1Hand/USA_Mekong_0004_S1Hand.png,LabelHand/USA_Mekong_0004_LabelHand.png
S1Hand/Ghana_Volta_0005_S1Hand.png,LabelHand/Ghana_Volta_0005_LabelHand.png
S1Hand/India_Assam_0006_S1Hand.png,LabelHand/India_Assam_0006_LabelHand.png
S1Hand/India_Bihar_0007_S1Hand.png,LabelHand/India_Bihar_0007_LabelHand.png
S1Hand/India_Kerala_0008_S1Hand.png,LabelHand/India_Kerala_0008_LabelHand.png
S1Hand/Bolivia_Beni_0009_S1Hand.png,LabelHand/Bolivia_Beni_0009_LabelHand.png
S1Hand/USA_Mekong_0010_S1Hand.png,LabelHand/USA_Mekong_0010_LabelHand.png
S1Hand/Ghana_Volta_0011_S1Hand.png,LabelHand/Ghana_Volta_0011_LabelHand.png
